state,year,total,D,R,R_pv2p,D_pv2p,swing_r,swing_d,party,winner,candidate,pv,pv2p,incumbent,incumbent_party,prev_admin,margin_pct_nat,margin_pct_lag_nat,swing_nat,unemployment_nat_a,RDI_growth_a,inflation_a,stock_a,GDP_growth_a,term.x,unemployment_nat_t,RDI_growth_t,inflation_t,stock_t,GDP_growth_t,unemployment_loc_a,lfpr_loc_a,term.y,unemployment_loc_t,lfpr_loc_t,avg_support_10,avg_support_2,total_cost,R_pv2p_lag,D_pv2p_lag,pv2p_lag
Alabama,1996,1534349,662165,769044,53.73387115368894,46.266128846311055,-0.08725530621403976,0.08725530621403976,democrat,TRUE,"Clinton, Bill",49.06674998,54.804024027865864,TRUE,TRUE,FALSE,4.804024027865864,-3.6206958383803425,8.424719866246207,5.408333333333332,0.008014836598934642,156.85833333333352,674.8475037499998,1.0880419028309358,11,6.002083333333334,0.006873739183753996,150.48541666666682,533.9604180833333,0.8235945634696913,5.225,63.50833333333333,11,6.183333333333334,63.135416666666664,NA,41.337873,NA,53.82112645990298,46.178873540097015,46.178873540097015
Alabama,1996,1534349,662165,769044,53.73387115368894,46.266128846311055,-0.08725530621403976,0.08725530621403976,republican,FALSE,"Dole, Robert",40.46454056,45.195975972134136,FALSE,FALSE,FALSE,-4.804024027865864,4.804024027865864,-9.608048055731729,5.408333333333332,0.008014836598934642,156.85833333333352,674.8475037499998,1.0880419028309358,11,6.002083333333334,0.006873739183753996,150.48541666666682,533.9604180833333,0.8235945634696913,5.225,63.50833333333333,11,6.183333333333334,63.135416666666664,NA,46.278835625,NA,53.82112645990298,46.178873540097015,53.82112645990298
Alabama,2000,1666272,692611,941173,57.60694192133109,42.39305807866891,3.8730707676421545,-3.8730707676421474,democrat,FALSE,"Gore, Al",48.14325143,50.25952344926664,FALSE,TRUE,TRUE,0.25952344926663784,-4.804024027865864,5.063547477132502,3.966666666666665,0.01134795814557037,172.1916666666665,1419.7283325833325,0.7373424245146608,12,4.406249999999999,0.011012640062477961,165.57708333333326,1178.507918062499,1.0553259458781363,4.575,63.141666666666666,12,4.66875,63.795833333333334,33.38370965,34.1053509,545658.73,53.73387115368894,46.266128846311055,46.266128846311055
Alabama,2000,1666272,692611,941173,57.60694192133109,42.39305807866891,3.8730707676421545,-3.8730707676421474,republican,TRUE,"Bush, George W.",47.64605998,49.740476550733355,FALSE,FALSE,FALSE,-0.25952344926664495,0.25952344926663784,-0.5190468985332828,3.966666666666665,0.01134795814557037,172.1916666666665,1419.7283325833325,0.7373424245146608,12,4.406249999999999,0.011012640062477961,165.57708333333326,1178.507918062499,1.0553259458781363,4.575,63.141666666666666,12,4.66875,63.795833333333334,54.48099555,52.128903699999995,1288735.345,53.73387115368894,46.266128846311055,53.73387115368894
Alabama,2004,1883415,693933,1176394,62.89777135228225,37.10222864771775,5.290829430951156,-5.290829430951156,democrat,FALSE,"Kerry, John",48.0664567,48.73068404108468,FALSE,FALSE,FALSE,-1.2693159589153211,-0.25952344926664495,-1.0097925096486762,5.541666666666665,0.00880294553693157,188.9083333333335,1133.964986166665,0.8107064589568925,13,5.514583333333332,0.007588175360730238,182.45416666666668,1069.0583228750002,0.6087863131990616,5.7,62.03333333333333,13,5.68125,62.05625,34.9988115,35.1513642857143,10762892.319999998,57.60694192133109,42.39305807866891,42.39305807866891
Alabama,2004,1883415,693933,1176394,62.89777135228225,37.10222864771775,5.290829430951156,-5.290829430951156,republican,TRUE,"Bush, George W.",50.5704856,51.26931595891532,TRUE,TRUE,FALSE,1.2693159589153211,-1.2693159589153211,2.5386319178306422,5.541666666666665,0.00880294553693157,188.9083333333335,1133.964986166665,0.8107064589568925,13,5.514583333333332,0.007588175360730238,182.45416666666668,1069.0583228750002,0.6087863131990616,5.7,62.03333333333333,13,5.68125,62.05625,55.3478675,56.7923478571429,10996580.51,57.60694192133109,42.39305807866891,57.60694192133109
Alabama,2008,2099819,813479,1266546,60.890902753572675,39.109097246427325,-2.0068685987095733,2.0068685987095733,democrat,TRUE,"Obama, Barack H.",52.76155846,53.77076727938485,FALSE,FALSE,FALSE,3.770767279384849,1.2693159589153211,2.5014513204695277,5.8,0.00219968299551063,215.25425000000024,1215.2216593333358,-0.6908698953173065,14,5.027083333333334,0.004541164975422367,204.8558541666668,1304.8491592500002,0.3036128671172489,5.716666666666667,60.625,14,4.564583333333333,61.25833333333333,NA,35.258267125,406364.742,62.89777135228225,37.10222864771775,37.10222864771775
Alabama,2008,2099819,813479,1266546,60.890902753572675,39.109097246427325,-2.0068685987095733,2.0068685987095733,republican,FALSE,"McCain, John",45.3615689,46.22923272061515,FALSE,TRUE,FALSE,-3.770767279384849,3.770767279384849,-7.541534558769698,5.8,0.00219968299551063,215.25425000000024,1215.2216593333358,-0.6908698953173065,14,5.027083333333334,0.004541164975422367,204.8558541666668,1304.8491592500002,0.3036128671172489,5.716666666666667,60.625,14,4.564583333333333,61.25833333333333,NA,58.193206000000004,86291.505,62.89777135228225,37.10222864771775,62.89777135228225
Alabama,2012,2074338,795696,1255925,61.216228533437715,38.78377146656229,0.3253257798650395,-0.3253257798650324,democrat,TRUE,"Obama, Barack H.",50.87488268,51.915258039578795,TRUE,TRUE,TRUE,1.915258039578795,-3.770767279384849,5.686025318963644,8.075,0.0120888959971867,229.58608333333325,1386.5050048333326,0.36550393302059975,15,8.975,0.005845606769157154,221.78747916666663,1186.6149966041678,0.36311164967474124,7.983333333333333,58.150000000000006,15,9.783333333333333,59.13333333333333,NA,NA,16503205.919999998,60.890902753572675,39.109097246427325,39.109097246427325
Alabama,2012,2074338,795696,1255925,61.216228533437715,38.78377146656229,0.3253257798650395,-0.3253257798650324,republican,FALSE,"Romney, Mitt",47.12112967,48.08474196042121,FALSE,FALSE,FALSE,-1.915258039578788,1.915258039578795,-3.830516079157583,8.075,0.0120888959971867,229.58608333333325,1386.5050048333326,0.36550393302059975,15,8.975,0.005845606769157154,221.78747916666663,1186.6149966041678,0.36311164967474124,7.983333333333333,58.150000000000006,15,9.783333333333333,59.13333333333333,NA,NA,25460804.479999997,60.890902753572675,39.109097246427325,60.890902753572675
